Vendor Name,Vendor ID,OTP Sent,Response Time (ms),Error Rate,Date,Country Code,Phone Number,Day,Response Time (s),Success Rate,Time Period,Vendor Performance,Failover Mechanism,Primary Vendor Failure Rate,Delay Time (s),Backup Vendor Success Rate,Retry Attempts,Device Type,Location,Network Latency (ms),Adjusted Response Time,Adjusted Success Rate,Vendor Priority,Operator
Vendor A,6ee6b940-c8ec-491a-b0ab-383bba13aa0d,1,9967,0.06981936,1/18/2025,966,580934341,Saturday,9.967,0.772072256,0,Medium,Delivered,0.083783232,11.60831976,0.814958202,1,Tablet,Urban,298,0.695889559,0.707385547,1,Zain
Vendor B,f02c5a95-9002-4b43-b250-8fb12da044aa,0,2760,0.071818584,1/22/2025,966,547536445,Wednesday,2.76,0.192818142,1,Low,Switch to Backup Vendor,0.11203699,3.214504118,0.814958202,0,Desktop,Rural,465,0.198219291,0.171215377,2,Mobily
Vendor A,531663c3-be76-42ba-b1d9-d2a3d62771f8,0,5222,0.057765466,1/14/2025,966,571112325,Tuesday,5.222,0.194223453,0,Low,Switch to Backup Vendor,0.069318559,6.081934965,0.814958202,2,Desktop,Rural,173,0.301651262,0.180760164,1,Virgin
Vendor B,9de24e30-0e29-4b3e-ab7d-4a0f36aa49a1,0,2456,0.035806813,1/12/2025,966,591148122,Sunday,2.456,0.196419319,0,Low,Switch to Backup Vendor,0.042968176,2.860442795,0.814958202,1,Tablet,Suburban,224,0.087941533,0.187979539,2,Zain
Vendor A,2fd9f66a-2f0a-4316-9c28-a930f0552631,0,14297,0.196124366,1/22/2025,966,555947238,Wednesday,14.297,0.180387563,0,Low,Switch to Backup Vendor,0.235349239,16.65136427,0.814958202,1,Mobile,Urban,79,2.803990059,0.137933488,1,STC
Vendor A,a9e6b646-edfc-4d61-acf3-733e1bf6caad,1,10818,0.155209806,1/28/2025,966,576541168,Tuesday,10.818,0.737916078,0,Medium,Delivered,0.186251767,12.59945853,0.814958202,0,Desktop,Rural,188,1.679059684,0.600477904,1,Virgin
Vendor B,552a73e0-e7c6-43b4-9b72-c03d7a204d87,1,3946,0.051240714,1/24/2025,966,585959157,Friday,3.946,0.779503715,0,Medium,Delivered,0.061488856,4.595809148,0.814958202,1,Desktop,Rural,169,0.202195856,0.731572923,2,Zain
Vendor B,4309c83a-6de4-45a7-bb05-7093604df59d,0,13481,0.164582533,1/17/2025,966,546067848,Friday,13.481,0.183541747,1,Low,Switch to Backup Vendor,0.256748752,15.70098914,0.814958202,0,Mobile,Suburban,314,2.21873713,0.136417632,2,Mobily
Vendor B,65f879f4-c247-4e70-b699-30a4e2e5f5d1,0,8575,0.096358566,1/14/2025,966,556627395,Tuesday,8.575,0.190364143,0,Low,Switch to Backup Vendor,0.115630279,9.987091599,0.814958202,1,Desktop,Urban,76,0.826274702,0.168352284,2,STC
Vendor A,f0680bb6-5df8-4385-9094-1e2d907b7b95,0,4090,0.121318623,1/27/2025,966,578411185,Monday,4.09,0.187868138,1,Low,Switch to Backup Vendor,0.189257053,4.763522407,0.814958202,2,Desktop,Suburban,428,0.49619317,0.152312768,1,Virgin
Vendor A,5c5f7e6e-43b5-4327-82a3-87a54d3c39ee,1,11640,0.199132591,1/15/2025,966,570437760,Wednesday,11.64,0.720346964,0,Medium,Delivered,0.238959109,13.55682172,0.814958202,0,Tablet,Urban,400,2.317903362,0.548213495,1,Virgin
Vendor C,81df803f-0dc1-4cf6-9662-ac5eaee6412d,0,4720,0.195645338,1/8/2025,966,500243773,Wednesday,4.72,0.180435466,0,Low,Switch to Backup Vendor,0.234774406,5.497267912,0.814958202,2,Tablet,Urban,196,0.923445996,0.138073837,3,STC
Vendor A,f2c96191-775f-4e6f-b7fa-886e38dc70df,1,5368,0.036228659,1/19/2025,966,536552923,Sunday,5.368,0.785508536,1,Medium,Delivered,0.056516708,6.251977575,0.814958202,2,Desktop,Suburban,437,0.194475442,0.74111418,1,STC
Vendor B,54d1f384-18af-4c4e-99a5-80d315bec220,1,9382,0.031214753,1/1/2025,966,557835868,Wednesday,9.382,0.787514099,0,Medium,Delivered,0.037457703,10.92698465,0.814958202,0,Desktop,Suburban,363,0.292856808,0.75801563,2,STC
Vendor C,c4ea15b7-2ac8-48cf-bc3c-214af259ade9,1,5662,0.183893777,1/12/2025,966,554951529,Sunday,5.662,0.726442489,1,Medium,Delivered,0.286874292,6.594392144,0.814958202,0,Mobile,Suburban,132,1.041206565,0.518044814,3,STC
Vendor B,36755388-f058-447d-a7e6-aacc8bdc953d,1,1028,0.094173165,1/9/2025,966,594758494,Thursday,1.028,0.762330734,0,Medium,Delivered,0.113007798,1.197286316,0.814958202,1,Mobile,Suburban,322,0.096810014,0.676181416,2,Zain
Vendor B,71e3e916-c6a4-4983-bbe8-b5e77418c00a,0,8539,0.077975714,1/16/2025,966,573637602,Thursday,8.539,0.192202429,0,Low,Switch to Backup Vendor,0.093570857,9.945163284,0.814958202,1,Desktop,Urban,338,0.665834621,0.174217883,2,Virgin
Vendor A,689a484d-aa57-477e-be27-c21b52e6bc1a,0,4189,0.030004557,1/23/2025,966,570108525,Thursday,4.189,0.196999544,1,Low,Switch to Backup Vendor,0.046807108,4.878825272,0.814958202,2,Mobile,Rural,204,0.125689088,0.187778565,1,Virgin
Vendor B,daa4bdb6-0a6c-47fc-bdd6-ffb890fe516d,1,1476,0.062029417,1/26/2025,966,572953410,Sunday,1.476,0.775188233,1,Medium,Delivered,0.096765891,1.719060898,0.814958202,2,Mobile,Suburban,72,0.09155542,0.700176453,2,Virgin
Vendor B,cf01c378-96da-4b34-9d76-d877b529df66,0,12065,0.075745663,1/9/2025,966,534708149,Thursday,12.065,0.192425434,1,Low,Switch to Backup Vendor,0.118163234,14.05180876,0.814958202,1,Tablet,Urban,390,0.913871419,0.169687822,2,STC
Vendor B,86124681-e9e6-4e97-8418-835b27cc31b0,1,14162,0.14924786,1/19/2025,966,592928448,Sunday,14.162,0.740300856,0,Medium,Delivered,0.179097431,16.49413309,0.814958202,0,Mobile,Suburban,237,2.113648187,0.607714874,2,Zain
Vendor C,6e6d5448-6010-4474-b0df-39f5c555874e,1,3492,0.088490496,1/10/2025,966,536335507,Friday,3.492,0.764603802,0,Medium,Delivered,0.106188595,4.067046515,0.814958202,0,Mobile,Suburban,338,0.309008813,0.683411598,3,STC
Vendor A,0c0f1eea-6383-4f1b-9ced-6cb9d75e122e,1,9602,0.101211872,1/22/2025,966,599503843,Wednesday,9.602,0.759515251,1,Medium,Delivered,0.157890521,11.18321324,0.814958202,2,Mobile,Urban,296,0.971836397,0.639594993,1,Zain
Vendor B,8846cf6a-b949-4032-913d-569e52deefd3,1,1543,0.080108723,1/5/2025,966,556482987,Sunday,1.543,0.767956511,0,Medium,Delivered,0.096130467,1.79709415,0.814958202,1,Desktop,Rural,296,0.123607759,0.694132493,2,STC
Vendor B,02ce2f91-4c79-488f-958d-e500fe3aa1df,1,10459,0.041482879,1/24/2025,966,578486773,Friday,10.459,0.783406849,0,Medium,Delivered,0.049779454,12.18134006,0.814958202,0,Desktop,Urban,273,0.433869427,0.744409283,2,Virgin
Vendor A,55628d36-4271-42ac-bfa2-ded24cc30814,0,14568,0.183901721,1/5/2025,966,563155923,Sunday,14.568,0.181609828,0,Low,Switch to Backup Vendor,0.220682065,16.9669913,0.814958202,1,Desktop,Suburban,144,2.679080267,0.141531796,1,Mobily
Vendor C,a01e2edf-f45e-493e-b7fe-8f37ac1b2bf5,1,10956,0.02116212,1/17/2025,966,560424947,Friday,10.956,0.791535152,1,Medium,Delivered,0.033012908,12.76018374,0.814958202,0,Desktop,Rural,297,0.231852192,0.765404275,3,Mobily
Vendor A,4d253286-d003-40a3-8c1f-fe055d0cfd3c,0,14455,0.048255489,1/28/2025,966,574153199,Tuesday,14.455,0.195174451,1,Low,Switch to Backup Vendor,0.075278562,16.83538298,0.814958202,2,Desktop,Urban,413,0.697533088,0.180481999,1,Virgin
Vendor B,f741cd84-3e36-4e42-93a4-98dc20caaf13,1,5875,0.023315188,1/7/2025,966,591798874,Tuesday,5.875,0.790673925,1,Medium,Delivered,0.036371693,6.842468005,0.814958202,0,Tablet,Suburban,315,0.136976727,0.761915776,2,Zain
Vendor B,c3e2a7ae-5867-4e33-9233-b3bd80f9d35c,0,10539,0.119358967,1/6/2025,966,582315587,Monday,10.539,0.188064103,0,Low,Switch to Backup Vendor,0.143230761,12.27451409,0.814958202,0,Desktop,Rural,193,1.257924157,0.161127539,2,Zain
Vendor A,f58582e4-ee94-4dad-accf-8283a3d597c9,0,12259,0.033182764,1/12/2025,966,570206753,Sunday,12.259,0.196681724,0,Low,Switch to Backup Vendor,0.039819317,14.27775579,0.814958202,0,Tablet,Rural,72,0.406787502,0.188849992,1,Virgin
Vendor B,9b6d0fb7-328c-4310-a5c4-580e42a3ef37,1,7234,0.147957926,1/12/2025,966,585268889,Sunday,7.234,0.74081683,1,Medium,Delivered,0.230814364,8.42526188,0.814958202,2,Tablet,Urban,404,1.070327635,0.569825664,2,Zain
Vendor A,0f24e717-a0b5-4481-878b-bc357b874721,0,3708,0.064912922,1/15/2025,966,543928067,Wednesday,3.708,0.193508708,1,Low,Switch to Backup Vendor,0.101264159,4.318616402,0.814958202,2,Tablet,Suburban,193,0.240697116,0.173913211,1,Mobily
Vendor A,960c89c6-c784-46cb-93e7-fa2aac08d75c,0,12533,0.15250871,1/4/2025,966,577483089,Saturday,12.533,0.184749129,0,Low,Switch to Backup Vendor,0.183010452,14.59687685,0.814958202,1,Mobile,Urban,202,1.911391662,0.150938107,1,Virgin
Vendor A,aec0edc8-073d-493e-b15d-b98c45129192,1,12551,0.139643048,1/8/2025,966,508610645,Wednesday,12.551,0.744142781,1,Medium,Delivered,0.217843155,14.61784101,0.814958202,2,Tablet,Urban,288,1.752659897,0.58203637,1,STC
Vendor C,76835d0f-d1c0-4cf7-9d20-2f60feb7358d,0,3998,0.073290244,1/3/2025,966,555346410,Friday,3.998,0.192670976,0,Low,Switch to Backup Vendor,0.087948292,4.65637227,0.814958202,0,Tablet,Suburban,204,0.293014394,0.175725892,3,STC
Vendor C,1a7bf5fc-43df-4e70-b654-14b2b71fe4d6,0,10646,0.120243175,1/2/2025,966,500956456,Thursday,10.646,0.187975682,1,Low,Switch to Backup Vendor,0.187579353,12.39913436,0.814958202,2,Tablet,Rural,61,1.280108841,0.152715326,3,STC
Vendor B,6907ca45-c445-4b6e-8081-dc11cc21b52a,0,2709,0.032812588,1/26/2025,966,547941951,Sunday,2.709,0.196718741,0,Low,Switch to Backup Vendor,0.039375106,3.155105672,0.814958202,1,Tablet,Suburban,211,0.088889302,0.18897292,2,Mobily
Vendor A,b90665b6-242f-493d-bcb2-c11dba954d62,1,12668,0.01824176,1/3/2025,966,584957630,Friday,12.668,0.792703296,1,Medium,Delivered,0.028457145,14.75410803,0.814958202,2,Tablet,Urban,156,0.231086612,0.770145223,1,Zain
Vendor C,dd39a8da-89af-4a51-9537-42f7a4671792,0,7060,0.089968097,1/5/2025,966,579099368,Sunday,7.06,0.19100319,0,Low,Switch to Backup Vendor,0.107961716,8.22260836,0.814958202,1,Desktop,Rural,215,0.635174764,0.170382158,3,Virgin
Vendor A,33b67bc7-fc7b-403d-85ab-3ec7b56a9c1d,0,10257,0.151876776,1/25/2025,966,575941900,Saturday,10.257,0.184812322,0,Low,Switch to Backup Vendor,0.182252131,11.94607563,0.814958202,1,Desktop,Rural,357,1.557800094,0.151129883,1,Virgin
Vendor C,a4fec3fb-9dbe-420b-a65d-120faf00d899,1,10770,0.102389609,1/18/2025,966,571805773,Saturday,10.77,0.759044156,0,Medium,Delivered,0.122867531,12.54355411,0.814958202,0,Tablet,Urban,318,1.102736094,0.665782275,3,Virgin
Vendor B,63616c8f-10af-4310-bdc8-bf806163f1ce,1,1176,0.121070358,1/1/2025,966,582127747,Wednesday,1.176,0.751571857,0,Medium,Delivered,0.14528443,1.369658276,0.814958202,2,Tablet,Suburban,446,0.142378741,0.642380168,2,Zain
Vendor A,e3444b5e-0011-4e40-a4f5-4b6fff6f23f7,0,7696,0.176328559,1/2/2025,966,585587693,Thursday,7.696,0.182367144,1,Low,Switch to Backup Vendor,0.275072553,8.963341918,0.814958202,0,Desktop,Suburban,390,1.357024593,0.132202948,1,Zain
Vendor C,5031199d-0820-4002-b64e-f30f740f2edc,0,12445,0.097747744,1/12/2025,966,563443313,Sunday,12.445,0.190225226,1,Low,Switch to Backup Vendor,0.15248648,14.49438542,0.814958202,2,Tablet,Rural,458,1.216470668,0.161218451,3,Mobily
Vendor B,4dadc54b-133b-4a37-be1e-8ecc4e1b86d9,0,4599,0.157840704,1/27/2025,966,575729390,Monday,4.599,0.18421593,0,Low,Switch to Backup Vendor,0.189408844,5.356342188,0.814958202,0,Tablet,Urban,434,0.725909396,0.149323803,2,Virgin
Vendor B,536ff82b-3feb-41e4-a5fe-14026cc320a8,0,13046,0.096697094,1/24/2025,966,537650699,Friday,13.046,0.190330291,1,Low,Switch to Backup Vendor,0.150847467,15.19435533,0.814958202,1,Tablet,Rural,152,1.26151029,0.161619448,2,STC
Vendor B,8db6514d-5f79-46a2-9cc8-813c0744e194,0,14322,0.069659917,1/17/2025,966,590576776,Friday,14.322,0.193034008,0,Low,Switch to Backup Vendor,0.0835919,16.68048115,0.814958202,0,Desktop,Rural,474,0.997669326,0.176897929,2,Zain
Vendor B,d94dde75-b88d-4f04-a329-44b3f82c9410,1,7819,0.014561283,1/20/2025,966,572578712,Monday,7.819,0.794175487,1,Medium,Delivered,0.022715601,9.106596992,0.814958202,2,Desktop,Rural,58,0.113854668,0.776135314,2,Virgin
Vendor A,136dc116-5078-4772-a627-024f4706224d,0,6102,0.037883355,1/22/2025,966,533174983,Wednesday,6.102,0.196211664,0,Low,Switch to Backup Vendor,0.045460026,7.106849322,0.814958202,2,Desktop,Urban,399,0.231164234,0.187291877,1,STC
Vendor C,951f7072-d514-43af-8b39-582e2a9832f0,0,6640,0.10787245,1/5/2025,966,578344126,Sunday,6.64,0.189212755,1,Low,Switch to Backup Vendor,0.168281021,7.73344469,0.814958202,2,Tablet,Rural,286,0.716273066,0.157371839,3,Virgin
Vendor A,6a3b9c39-30f3-488b-bebb-6f7e92e118f5,0,11883,0.111345662,1/6/2025,966,558639810,Monday,11.883,0.188865434,1,Low,Switch to Backup Vendor,0.173699232,13.83983784,0.814958202,1,Tablet,Suburban,374,1.323120499,0.156059653,1,STC
Vendor C,9162e928-adfa-4dce-9434-f63074e7f420,1,3217,0.169017675,1/7/2025,966,534093031,Tuesday,3.217,0.73239293,0,Medium,Delivered,0.20282121,3.746760778,0.814958202,1,Desktop,Rural,275,0.543729859,0.58384811,3,STC
Vendor B,c2f6dd55-dd26-453b-8ee8-a00f2d6f1005,0,7201,0.121618281,1/6/2025,966,578175040,Monday,7.201,0.187838172,1,Low,Switch to Backup Vendor,0.189724518,8.386827592,0.814958202,1,Tablet,Rural,302,0.875773239,0.152200665,2,Virgin
Vendor B,1fc5cf33-f8e8-4498-b41e-276278183039,1,3490,0.152820666,1/26/2025,966,566657141,Sunday,3.49,0.738871734,0,Medium,Delivered,0.183384799,4.064717164,0.814958202,0,Mobile,Rural,288,0.533344124,0.603373889,2,Mobily
Vendor C,56acc91f-9bf8-48f2-9a71-c934cca2c79b,1,14963,0.144233063,1/14/2025,966,596139360,Tuesday,14.963,0.742306775,0,Medium,Delivered,0.173079676,17.42703809,0.814958202,0,Desktop,Urban,237,2.158159323,0.613828559,3,Zain
Vendor A,c37f3bb8-02c0-42c8-8736-383b47ac4785,1,1133,0.157879302,1/25/2025,966,555780738,Saturday,1.133,0.736848279,0,Medium,Delivered,0.189455162,1.319577234,0.814958202,1,Tablet,Rural,143,0.178877249,0.597248569,1,STC
Vendor B,59accdf7-308f-4228-8ec1-8a3321c2d536,0,10519,0.119906185,1/2/2025,966,576584718,Thursday,10.519,0.188009381,0,Low,Switch to Backup Vendor,0.143887422,12.25122059,0.814958202,0,Desktop,Suburban,243,1.261293164,0.160957196,2,Virgin
Vendor C,fa760626-d608-493b-96da-5288b045d896,1,1396,0.177106058,1/19/2025,966,568050133,Sunday,1.396,0.729157577,0,Medium,Delivered,0.212527269,1.625886866,0.814958202,2,Tablet,Rural,172,0.247240057,0.574191708,3,Mobily
Vendor B,e1d08744-40cb-4fcc-b2bf-4e926166f318,0,12626,0.08354262,1/18/2025,966,591201738,Saturday,12.626,0.191645738,0,Low,Switch to Backup Vendor,0.100251144,14.70519166,0.814958202,0,Desktop,Suburban,111,1.054809117,0.172433034,2,Zain
Vendor C,6ffbe6f9-ddeb-4e48-a8f5-f743eafe360a,0,8215,0.123038388,1/27/2025,966,502133188,Monday,8.215,0.187696161,0,Low,Switch to Backup Vendor,0.147646066,9.567808453,0.814958202,1,Desktop,Rural,443,1.010760357,0.159983561,3,STC
Vendor C,b8cca50a-4378-4bc6-9e5f-056b0f98bb2a,0,7964,0.024268785,1/16/2025,966,547351109,Thursday,7.964,0.197573122,0,Low,Switch to Backup Vendor,0.029122542,9.275474926,0.814958202,2,Desktop,Rural,234,0.193276602,0.19181929,3,Mobily
Vendor A,c283370a-dcaa-4f43-bb22-16a086e0ae22,1,12492,0.141342239,1/26/2025,966,563088776,Sunday,12.492,0.743463104,1,Medium,Delivered,0.220493893,14.54912516,0.814958202,1,Desktop,Urban,92,1.765647248,0.57953403,1,Mobily
Vendor B,5eeac8ca-59d5-41a4-b5fd-62e51941048b,0,3915,0.198598769,1/21/2025,966,572521559,Tuesday,3.915,0.180140123,0,Low,Switch to Backup Vendor,0.238318523,4.559704211,0.814958202,0,Desktop,Rural,122,0.777514182,0.137209395,2,Virgin
Vendor B,b86cb836-c41c-494a-b169-af3a54df7e7d,1,12609,0.189499157,1/4/2025,966,597160855,Saturday,12.609,0.724200337,0,Medium,Delivered,0.227398988,14.68539218,0.814958202,2,Tablet,Urban,481,2.389394867,0.559517914,2,Zain
Vendor B,2ffbb278-b377-48ca-b6a7-b0275540d138,1,10550,0.125539203,1/19/2025,966,587169778,Sunday,10.55,0.749784319,1,Medium,Delivered,0.195841156,12.28732552,0.814958202,1,Tablet,Urban,287,1.324438588,0.602945691,2,Zain
Vendor A,40bb6a76-65c3-4239-b873-7db1bc634a31,0,8767,0.173137966,1/26/2025,966,595865888,Sunday,8.767,0.182686203,0,Low,Switch to Backup Vendor,0.207765559,10.21070928,0.814958202,0,Mobile,Rural,201,1.517900546,0.144730302,1,Zain
Vendor B,ef185d43-5896-449c-8a34-030d7e783050,0,3601,0.157202684,1/14/2025,966,599864561,Tuesday,3.601,0.184279732,0,Low,Switch to Backup Vendor,0.18864322,4.193996134,0.814958202,1,Mobile,Suburban,484,0.566086864,0.14951661,2,Zain
Vendor B,fe047dfb-53b8-4750-9969-71a2380754ca,1,1365,0.136747627,1/26/2025,966,574691562,Sunday,1.365,0.745300949,1,Medium,Delivered,0.213326299,1.589781928,0.814958202,1,Desktop,Rural,155,0.186660511,0.586308656,2,Virgin
Vendor B,b8747327-2aa9-4032-8490-12ce5f5440b6,0,14806,0.117195857,1/20/2025,966,553821601,Monday,14.806,0.188280414,0,Low,Switch to Backup Vendor,0.140635029,17.24418405,0.814958202,2,Desktop,Rural,99,1.735201863,0.161801593,2,STC
Vendor A,e9e65043-733e-4691-80a8-275cc49ae723,1,14276,0.018385187,1/13/2025,966,593993491,Monday,14.276,0.792645925,1,Medium,Delivered,0.028680891,16.62690608,0.814958202,0,Mobile,Urban,116,0.262466927,0.769912134,1,Zain
Vendor B,82f29047-07f6-4368-a09e-caf41b238388,1,14235,0.176385399,1/9/2025,966,572872370,Thursday,14.235,0.729445841,0,Medium,Delivered,0.211662478,16.57915439,0.814958202,0,Desktop,Rural,117,2.51084615,0.575049526,2,Virgin
Vendor A,3d015ca3-9dd8-464e-9cdf-64e30688824d,0,1114,0.082562118,1/22/2025,966,565926716,Wednesday,1.114,0.191743788,1,Low,Switch to Backup Vendor,0.128796904,1.297448401,0.814958202,0,Tablet,Suburban,74,0.091974199,0.167047782,1,Mobily
Vendor A,39cf3b73-04bd-43a9-9ffb-7d389bb6af06,0,5544,0.064324163,1/28/2025,966,547940921,Tuesday,5.544,0.193567584,0,Low,Switch to Backup Vendor,0.077188996,6.456960446,0.814958202,0,Tablet,Urban,455,0.35661316,0.178626296,1,Mobily
Vendor B,c483b217-85d7-4d61-9733-072d80e7c958,0,12131,0.179050004,1/15/2025,966,543883533,Wednesday,12.131,0.182095,1,Low,Switch to Backup Vendor,0.279318006,14.12867734,0.814958202,1,Mobile,Suburban,464,2.172055595,0.131232587,2,Mobily
Vendor A,52efe0d7-be16-47a8-992b-5532db5b1c58,1,10655,0.05773697,1/9/2025,966,592534984,Thursday,10.655,0.776905212,0,Medium,Delivered,0.069284363,12.40961644,0.814958202,0,Desktop,Urban,326,0.615187411,0.723077829,1,Zain
Vendor A,f9e1c45b-e9e7-46e6-ab62-af2dea69d61c,0,8689,0.196871568,1/28/2025,966,506902691,Tuesday,8.689,0.180312843,0,Low,Switch to Backup Vendor,0.236245882,10.11986459,0.814958202,0,Desktop,Rural,345,1.710617056,0.137714677,1,STC
Vendor B,4206db10-06a9-4091-a27d-908fc46f0f55,0,9107,0.148705835,1/16/2025,966,595807321,Thursday,9.107,0.185129417,0,Low,Switch to Backup Vendor,0.178447002,10.60669891,0.814958202,1,Desktop,Rural,180,1.354264037,0.152093627,2,Zain
Vendor B,462a54d6-d0c2-495e-9eb2-bd9eb18d6672,0,8959,0.152152993,1/24/2025,966,563866432,Friday,8.959,0.184784701,0,Low,Switch to Backup Vendor,0.182583592,10.43432695,0.814958202,1,Mobile,Urban,313,1.363138666,0.151046046,2,Mobily
Vendor B,67d1afc3-056c-4689-83f5-546791e7c5a2,0,13646,0.073381075,1/5/2025,966,535954172,Sunday,13.646,0.192661892,0,Low,Switch to Backup Vendor,0.08805729,15.89316058,0.814958202,0,Mobile,Suburban,473,1.001358152,0.175696608,2,STC
Vendor B,8e12f9b1-35da-42d5-99a8-8acd34bef447,0,14864,0.085812469,1/22/2025,966,538696588,Wednesday,14.864,0.191418753,1,Low,Switch to Backup Vendor,0.133867451,17.31173522,0.814958202,1,Desktop,Urban,466,1.275516536,0.165794013,2,STC
Vendor C,7327441c-a088-4e5c-8046-0f651b66960d,0,8671,0.073476823,1/19/2025,966,567463806,Sunday,8.671,0.192652318,0,Low,Switch to Backup Vendor,0.088172188,10.09890044,0.814958202,2,Desktop,Urban,87,0.637117533,0.175665741,3,Mobily
Vendor C,a8afffd6-8d7a-45df-9794-d6a07ae21e14,1,7982,0.070413655,1/7/2025,966,536737596,Tuesday,7.982,0.771834538,0,Medium,Delivered,0.084496386,9.296439083,0.814958202,2,Desktop,Suburban,266,0.562041793,0.706617309,3,STC
Vendor A,41337a35-0fd5-4718-8cb9-a6b2e7d292c9,0,9874,0.161486825,1/16/2025,966,565001806,Thursday,9.874,0.183851317,0,Low,Switch to Backup Vendor,0.19378419,11.50000495,0.814958202,0,Desktop,Rural,312,1.594520911,0.148223839,1,Mobily
Vendor C,7c21c9a1-f7cc-4b2e-8e3d-297adeaac235,1,14367,0.016999409,1/22/2025,966,560933521,Wednesday,14.367,0.793200236,1,Medium,Delivered,0.026519078,16.73289154,0.814958202,0,Tablet,Urban,443,0.244230506,0.772165298,3,Mobily
Vendor B,e1cad5ca-c008-4f4e-b7bb-7823481e8530,1,9294,0.057474968,1/25/2025,966,549133345,Saturday,9.294,0.777010013,0,Medium,Delivered,0.068969961,10.82449321,0.814958202,0,Mobile,Suburban,435,0.534172351,0.723419662,2,Mobily
Vendor B,a465756e-c376-4e83-91ae-d82f5ed8005c,0,9962,0.061309983,1/14/2025,966,575721587,Tuesday,9.962,0.193869002,0,Low,Switch to Backup Vendor,0.073571979,11.60249639,0.814958202,0,Mobile,Suburban,136,0.610770047,0.179605676,2,Virgin
Vendor B,5c9dc073-b960-449d-98b9-775323f6571d,0,11916,0.091810332,1/13/2025,966,594181876,Monday,11.916,0.190818967,1,Low,Switch to Backup Vendor,0.143224117,13.87827213,0.814958202,0,Tablet,Rural,324,1.094011911,0.163489089,2,Zain
Vendor A,52b7896e-2aa9-4f57-b55f-085d74285242,1,1439,0.090998464,1/24/2025,966,593791573,Friday,1.439,0.763600614,0,Medium,Delivered,0.109198157,1.675967908,0.814958202,1,Mobile,Suburban,304,0.13094679,0.680216835,1,Zain
Vendor C,24e06415-56c6-4fa7-bf95-b9368eda0902,0,9483,0.197621228,1/13/2025,966,577754237,Monday,9.483,0.180237877,0,Low,Switch to Backup Vendor,0.237145473,11.04461687,0.814958202,2,Mobile,Rural,94,1.874042102,0.137495281,3,Virgin
Vendor A,6ddafcf7-beb3-4d30-a498-6e4d6f0cd9f7,0,6761,0.074088433,1/25/2025,966,558029480,Saturday,6.761,0.192591157,0,Low,Switch to Backup Vendor,0.08890612,7.874370414,0.814958202,2,Mobile,Suburban,433,0.500911896,0.175468624,1,STC
Vendor C,5c0153fe-aa4e-40ce-887f-d1d8f841df38,1,14292,0.016459479,1/15/2025,966,569480511,Wednesday,14.292,0.793416209,0,Medium,Delivered,0.019751374,16.64554089,0.814958202,0,Mobile,Urban,60,0.235238869,0.777745148,3,Mobily
Vendor A,5f5bfb33-1077-4217-93af-9eae728d6f1d,1,8787,0.038499865,1/4/2025,966,566195424,Saturday,8.787,0.784600054,0,Medium,Delivered,0.046199838,10.23400278,0.814958202,2,Mobile,Suburban,316,0.338298315,0.748351658,1,Mobily
Vendor C,bf5b8483-d6b2-43a8-8c2a-6449bd7dc38e,0,8169,0.065856751,1/5/2025,966,574256313,Sunday,8.169,0.193414325,0,Low,Switch to Backup Vendor,0.079028101,9.514233384,0.814958202,1,Mobile,Urban,194,0.537983796,0.178129158,3,Virgin
Vendor B,04caa6da-da9c-4711-a58c-ef7ec58f2116,0,4518,0.073956786,1/24/2025,966,569333827,Friday,4.518,0.192604321,0,Low,Switch to Backup Vendor,0.088748143,5.26200348,0.814958202,0,Desktop,Rural,191,0.334136759,0.175511046,2,Mobily
